Country,juror_A,juror_B,juror_C,juror_D,juror_E,act,night,city,year
Georgia,8,8,14,11,13,spain,first-semi-final,kyiv,2017
Greece,4,6,12,6,1,spain,first-semi-final,kyiv,2017
Iceland,10,9,13,9,12,spain,first-semi-final,kyiv,2017
Latvia,17,15,17,18,17,spain,first-semi-final,kyiv,2017
Moldova,2,7,5,5,4,spain,first-semi-final,kyiv,2017
Montenegro,18,18,18,17,18,spain,first-semi-final,kyiv,2017
Poland,11,11,9,13,11,spain,first-semi-final,kyiv,2017
Portugal,3,2,1,1,2,spain,first-semi-final,kyiv,2017
Slovenia,5,3,11,8,6,spain,first-semi-final,kyiv,2017
Sweden,13,10,6,4,7,spain,first-semi-final,kyiv,2017
Albania,10,16,7,17,13,sweden,first-semi-final,kyiv,2017
Armenia,16,15,8,13,4,sweden,first-semi-final,kyiv,2017
Australia,1,6,3,1,3,sweden,first-semi-final,kyiv,2017
Azerbaijan,15,8,12,12,6,sweden,first-semi-final,kyiv,2017
Belgium,9,14,9,9,2,sweden,first-semi-final,kyiv,2017
Cyprus,3,2,6,2,9,sweden,first-semi-final,kyiv,2017
Czechia,7,4,5,10,17,sweden,first-semi-final,kyiv,2017
Finland,6,7,2,11,8,sweden,first-semi-final,kyiv,2017
Georgia,5,12,4,7,7,sweden,first-semi-final,kyiv,2017
Greece,13,11,16,14,10,sweden,first-semi-final,kyiv,2017
Iceland,4,10,15,5,12,sweden,first-semi-final,kyiv,2017
Latvia,8,13,17,16,11,sweden,first-semi-final,kyiv,2017
Moldova,2,1,10,4,5,sweden,first-semi-final,kyiv,2017
Montenegro,12,17,14,6,16,sweden,first-semi-final,kyiv,2017
Poland,14,5,13,8,14,sweden,first-semi-final,kyiv,2017
Portugal,11,9,1,15,1,sweden,first-semi-final,kyiv,2017
Slovenia,17,3,11,3,15,sweden,first-semi-final,kyiv,2017
Albania,18,9,17,15,16,united-kingdom,first-semi-final,kyiv,2017
Armenia,10,7,1,12,12,united-kingdom,first-semi-final,kyiv,2017
Australia,6,8,10,2,10,united-kingdom,first-semi-final,kyiv,2017
Azerbaijan,17,4,15,9,14,united-kingdom,first-semi-final,kyiv,2017
Belgium,5,12,7,1,18,united-kingdom,first-semi-final,kyiv,2017
Cyprus,11,13,5,7,7,united-kingdom,first-semi-final,kyiv,2017
Czechia,2,2,14,11,3,united-kingdom,first-semi-final,kyiv,2017
Finland,7,16,6,17,11,united-kingdom,first-semi-final,kyiv,2017
Georgia,12,6,12,8,9,united-kingdom,first-semi-final,kyiv,2017
Greece,13,14,13,14,8,united-kingdom,first-semi-final,kyiv,2017
Iceland,3,10,9,10,17,united-kingdom,first-semi-final,kyiv,2017
Latvia,15,18,11,5,4,united-kingdom,first-semi-final,kyiv,2017
Moldova,8,5,4,3,1,united-kingdom,first-semi-final,kyiv,2017
Montenegro,14,17,18,18,6,united-kingdom,first-semi-final,kyiv,2017
Poland,9,11,3,13,5,united-kingdom,first-semi-final,kyiv,2017
Portugal,1,1,2,6,15,united-kingdom,first-semi-final,kyiv,2017
Slovenia,4,15,16,16,2,united-kingdom,first-semi-final,kyiv,2017
Sweden,16,3,8,4,13,united-kingdom,first-semi-final,kyiv,2017
Belarus,7,13,4,4,6,austria,second-semi-final,kyiv,2017
Bulgaria,4,1,1,1,3,austria,second-semi-final,kyiv,2017
Croatia,6,9,10,10,11,austria,second-semi-final,kyiv,2017
Denmark,14,8,9,5,12,austria,second-semi-final,kyiv,2017
Estonia,2,6,14,14,9,austria,second-semi-final,kyiv,2017
Hungary,13,4,6,6,10,austria,second-semi-final,kyiv,2017
Ireland,3,2,2,9,4,austria,second-semi-final,kyiv,2017
Israel,9,12,12,7,15,austria,second-semi-final,kyiv,2017
Lithuania,17,16,8,12,13,austria,second-semi-final,kyiv,2017
Malta,10,3,13,8,2,austria,second-semi-final,kyiv,2017
Netherlands,1,10,7,2,1,austria,second-semi-final,kyiv,2017
NorthMacedonia,16,17,16,16,17,austria,second-semi-final,kyiv,2017
Norway,11,15,3,3,5,austria,second-semi-final,kyiv,2017
Romania,8,5,17,17,14,austria,second-semi-final,kyiv,2017
SanMarino,15,14,11,11,16,austria,second-semi-final,kyiv,2017
Serbia,12,11,15,15,7,austria,second-semi-final,kyiv,2017
Switzerland,5,7,5,13,8,austria,second-semi-final,kyiv,2017
Austria,5,4,4,5,5,belarus,second-semi-final,kyiv,2017
Bulgaria,1,1,3,1,1,belarus,second-semi-final,kyiv,2017
Croatia,8,10,13,6,7,belarus,second-semi-final,kyiv,2017
Denmark,10,6,10,10,12,belarus,second-semi-final,kyiv,2017
Estonia,9,12,8,12,9,belarus,second-semi-final,kyiv,2017
Hungary,13,9,9,11,13,belarus,second-semi-final,kyiv,2017
Ireland,11,13,14,14,15,belarus,second-semi-final,kyiv,2017
Israel,12,11,11,9,8,belarus,second-semi-final,kyiv,2017
Lithuania,4,5,5,3,3,belarus,second-semi-final,kyiv,2017
Malta,7,7,7,7,6,belarus,second-semi-final,kyiv,2017
Netherlands,3,3,1,4,4,belarus,second-semi-final,kyiv,2017
NorthMacedonia,14,17,17,16,16,belarus,second-semi-final,kyiv,2017
Norway,2,2,2,2,2,belarus,second-semi-final,kyiv,2017
Romania,17,14,15,15,14,belarus,second-semi-final,kyiv,2017
SanMarino,16,16,16,17,17,belarus,second-semi-final,kyiv,2017
Serbia,6,8,6,8,10,belarus,second-semi-final,kyiv,2017
Switzerland,15,15,12,13,11,belarus,second-semi-final,kyiv,2017
Austria,1,1,5,1,3,bulgaria,second-semi-final,kyiv,2017
Belarus,12,10,11,14,13,bulgaria,second-semi-final,kyiv,2017
Croatia,3,4,3,13,8,bulgaria,second-semi-final,kyiv,2017
Denmark,9,3,10,10,10,bulgaria,second-semi-final,kyiv,2017
Estonia,13,12,15,15,15,bulgaria,second-semi-final,kyiv,2017
Hungary,17,15,17,11,17,bulgaria,second-semi-final,kyiv,2017
Ireland,10,9,12,8,7,bulgaria,second-semi-final,kyiv,2017
Israel,2,5,2,2,1,bulgaria,second-semi-final,kyiv,2017
Lithuania,14,11,13,16,14,bulgaria,second-semi-final,kyiv,2017
Malta,7,6,6,4,4,bulgaria,second-semi-final,kyiv,2017
Netherlands,4,2,1,3,2,bulgaria,second-semi-final,kyiv,2017
NorthMacedonia,6,17,14,6,6,bulgaria,second-semi-final,kyiv,2017
Norway,5,8,4,9,11,bulgaria,second-semi-final,kyiv,2017
Romania,16,14,9,17,16,bulgaria,second-semi-final,kyiv,2017
SanMarino,8,16,16,12,9,bulgaria,second-semi-final,kyiv,2017
Serbia,15,13,8,5,5,bulgaria,second-semi-final,kyiv,2017
Switzerland,11,7,7,7,12,bulgaria,second-semi-final,kyiv,2017
Austria,5,9,5,4,5,croatia,second-semi-final,kyiv,2017
Belarus,3,3,7,6,3,croatia,second-semi-final,kyiv,2017
Bulgaria,6,5,6,3,7,croatia,second-semi-final,kyiv,2017
Denmark,4,2,4,5,6,croatia,second-semi-final,kyiv,2017
Estonia,16,12,15,13,14,croatia,second-semi-final,kyiv,2017
Hungary,2,4,1,2,1,croatia,second-semi-final,kyiv,2017
Ireland,14,17,10,16,16,croatia,second-semi-final,kyiv,2017
Israel,7,6,8,7,8,croatia,second-semi-final,kyiv,2017
Lithuania,12,11,12,8,12,croatia,second-semi-final,kyiv,2017
Malta,10,8,14,12,9,croatia,second-semi-final,kyiv,2017
Netherlands,1,1,3,1,2,croatia,second-semi-final,kyiv,2017
NorthMacedonia,13,14,11,14,11,croatia,second-semi-final,kyiv,2017
Norway,8,10,2,11,4,croatia,second-semi-final,kyiv,2017
Romania,17,16,17,17,17,croatia,second-semi-final,kyiv,2017
SanMarino,11,13,16,15,13,croatia,second-semi-final,kyiv,2017
Serbia,9,15,9,10,10,croatia,second-semi-final,kyiv,2017
Switzerland,15,7,13,9,15,croatia,second-semi-final,kyiv,2017
Austria,5,5,6,3,9,denmark,second-semi-final,kyiv,2017
Belarus,9,9,12,5,15,denmark,second-semi-final,kyiv,2017
Bulgaria,10,1,4,11,5,denmark,second-semi-final,kyiv,2017
Croatia,12,10,10,10,14,denmark,second-semi-final,kyiv,2017
Estonia,13,4,15,8,8,denmark,second-semi-final,kyiv,2017
Hungary,7,13,11,6,7,denmark,second-semi-final,kyiv,2017
Ireland,8,11,9,4,16,denmark,second-semi-final,kyiv,2017
Israel,6,6,3,14,4,denmark,second-semi-final,kyiv,2017
Lithuania,14,17,13,15,6,denmark,second-semi-final,kyiv,2017
Malta,3,14,7,13,13,denmark,second-semi-final,kyiv,2017
Netherlands,2,2,8,7,2,denmark,second-semi-final,kyiv,2017
NorthMacedonia,15,12,14,9,11,denmark,second-semi-final,kyiv,2017
Norway,1,7,1,1,3,denmark,second-semi-final,kyiv,2017
Romania,16,16,17,17,17,denmark,second-semi-final,kyiv,2017
SanMarino,17,15,16,16,10,denmark,second-semi-final,kyiv,2017
Serbia,4,3,2,2,12,denmark,second-semi-final,kyiv,2017
Switzerland,11,8,5,12,1,denmark,second-semi-final,kyiv,2017
Austria,6,6,1,5,13,estonia,second-semi-final,kyiv,2017
Belarus,9,12,17,13,15,estonia,second-semi-final,kyiv,2017
Bulgaria,1,3,2,1,1,estonia,second-semi-final,kyiv,2017
Croatia,10,10,12,11,11,estonia,second-semi-final,kyiv,2017
Denmark,8,2,5,3,2,estonia,second-semi-final,kyiv,2017
Hungary,11,8,13,6,9,estonia,second-semi-final,kyiv,2017
Ireland,3,4,7,9,6,estonia,second-semi-final,kyiv,2017
Israel,13,14,11,12,14,estonia,second-semi-final,kyiv,2017
Lithuania,5,15,16,15,16,estonia,second-semi-final,kyiv,2017
Malta,7,7,6,10,8,estonia,second-semi-final,kyiv,2017
Netherlands,15,5,4,4,3,estonia,second-semi-final,kyiv,2017
NorthMacedonia,16,13,10,14,7,estonia,second-semi-final,kyiv,2017
Norway,2,1,3,2,5,estonia,second-semi-final,kyiv,2017
Romania,14,17,14,16,4,estonia,second-semi-final,kyiv,2017
SanMarino,12,16,15,17,17,estonia,second-semi-final,kyiv,2017
Serbia,17,9,9,7,12,estonia,second-semi-final,kyiv,2017
Switzerland,4,11,8,8,10,estonia,second-semi-final,kyiv,2017
Austria,8,8,5,3,10,france,second-semi-final,kyiv,2017
Belarus,3,3,14,4,4,france,second-semi-final,kyiv,2017
Bulgaria,11,7,1,5,7,france,second-semi-final,kyiv,2017
Croatia,18,13,15,6,15,france,second-semi-final,kyiv,2017
Denmark,9,12,3,2,11,france,second-semi-final,kyiv,2017
Estonia,7,15,10,17,5,france,second-semi-final,kyiv,2017
Hungary,14,14,11,9,13,france,second-semi-final,kyiv,2017
Ireland,10,16,17,13,12,france,second-semi-final,kyiv,2017
Israel,5,2,9,10,2,france,second-semi-final,kyiv,2017
Lithuania,15,17,16,16,17,france,second-semi-final,kyiv,2017
Malta,2,11,2,14,3,france,second-semi-final,kyiv,2017
Netherlands,13,4,6,1,8,france,second-semi-final,kyiv,2017
NorthMacedonia,1,5,8,15,1,france,second-semi-final,kyiv,2017
Norway,6,1,12,8,9,france,second-semi-final,kyiv,2017
Romania,16,10,4,7,14,france,second-semi-final,kyiv,2017
SanMarino,17,18,18,18,18,france,second-semi-final,kyiv,2017
Serbia,4,9,13,11,6,france,second-semi-final,kyiv,2017
Switzerland,12,6,7,12,16,france,second-semi-final,kyiv,2017
Austria,5,5,7,8,4,germany,second-semi-final,kyiv,2017
Belarus,18,11,15,15,12,germany,second-semi-final,kyiv,2017
Bulgaria,4,4,2,2,2,germany,second-semi-final,kyiv,2017
Croatia,1,6,13,4,6,germany,second-semi-final,kyiv,2017
Denmark,14,7,10,9,8,germany,second-semi-final,kyiv,2017
Estonia,8,15,11,12,16,germany,second-semi-final,kyiv,2017
Hungary,13,14,9,11,10,germany,second-semi-final,kyiv,2017
Ireland,7,10,4,5,7,germany,second-semi-final,kyiv,2017
Israel,9,9,16,14,18,germany,second-semi-final,kyiv,2017
Lithuania,15,16,14,13,15,germany,second-semi-final,kyiv,2017
Malta,6,8,8,7,11,germany,second-semi-final,kyiv,2017
Netherlands,2,3,5,3,5,germany,second-semi-final,kyiv,2017
NorthMacedonia,12,18,18,17,14,germany,second-semi-final,kyiv,2017
Norway,3,1,1,1,1,germany,second-semi-final,kyiv,2017
Romania,17,17,17,18,13,germany,second-semi-final,kyiv,2017
SanMarino,16,13,12,16,17,germany,second-semi-final,kyiv,2017
Serbia,10,2,6,6,3,germany,second-semi-final,kyiv,2017
Switzerland,11,12,3,10,9,germany,second-semi-final,kyiv,2017
Austria,2,5,1,4,4,hungary,second-semi-final,kyiv,2017
Belarus,7,8,13,13,6,hungary,second-semi-final,kyiv,2017
Bulgaria,1,1,2,3,3,hungary,second-semi-final,kyiv,2017
Croatia,12,15,10,8,14,hungary,second-semi-final,kyiv,2017
Denmark,4,10,4,9,1,hungary,second-semi-final,kyiv,2017
Estonia,14,13,15,15,15,hungary,second-semi-final,kyiv,2017
Ireland,9,3,6,5,8,hungary,second-semi-final,kyiv,2017
Israel,11,9,16,7,10,hungary,second-semi-final,kyiv,2017
Lithuania,15,16,12,6,9,hungary,second-semi-final,kyiv,2017
Malta,13,4,9,14,16,hungary,second-semi-final,kyiv,2017
Netherlands,3,2,3,1,5,hungary,second-semi-final,kyiv,2017
NorthMacedonia,6,11,7,12,12,hungary,second-semi-final,kyiv,2017
Norway,5,6,5,2,2,hungary,second-semi-final,kyiv,2017
Romania,17,17,17,17,17,hungary,second-semi-final,kyiv,2017
SanMarino,16,12,14,16,13,hungary,second-semi-final,kyiv,2017
Serbia,8,7,8,11,7,hungary,second-semi-final,kyiv,2017
Switzerland,10,14,11,10,11,hungary,second-semi-final,kyiv,2017
Austria,6,5,1,4,9,ireland,second-semi-final,kyiv,2017
Belarus,13,17,8,14,13,ireland,second-semi-final,kyiv,2017
Bulgaria,2,7,2,11,1,ireland,second-semi-final,kyiv,2017
Croatia,3,1,14,16,16,ireland,second-semi-final,kyiv,2017
Denmark,8,11,5,8,15,ireland,second-semi-final,kyiv,2017
Estonia,16,6,13,10,8,ireland,second-semi-final,kyiv,2017
Hungary,14,16,17,13,3,ireland,second-semi-final,kyiv,2017
Israel,7,8,7,9,2,ireland,second-semi-final,kyiv,2017
Lithuania,15,12,12,12,14,ireland,second-semi-final,kyiv,2017
Malta,9,4,3,7,11,ireland,second-semi-final,kyiv,2017
Netherlands,10,13,9,1,7,ireland,second-semi-final,kyiv,2017
NorthMacedonia,11,14,16,5,4,ireland,second-semi-final,kyiv,2017
Norway,1,2,4,15,10,ireland,second-semi-final,kyiv,2017
Romania,5,9,10,6,5,ireland,second-semi-final,kyiv,2017
SanMarino,17,15,15,17,17,ireland,second-semi-final,kyiv,2017
Serbia,12,10,11,3,6,ireland,second-semi-final,kyiv,2017
Switzerland,4,3,6,2,12,ireland,second-semi-final,kyiv,2017
Austria,2,7,5,2,7,israel,second-semi-final,kyiv,2017
Belarus,9,9,6,5,5,israel,second-semi-final,kyiv,2017
Bulgaria,3,15,7,4,4,israel,second-semi-final,kyiv,2017
Croatia,16,10,15,15,16,israel,second-semi-final,kyiv,2017
Denmark,6,6,9,7,15,israel,second-semi-final,kyiv,2017
Estonia,7,14,3,3,3,israel,second-semi-final,kyiv,2017
Hungary,1,3,2,1,1,israel,second-semi-final,kyiv,2017
Ireland,10,11,8,13,10,israel,second-semi-final,kyiv,2017
Lithuania,15,8,14,16,8,israel,second-semi-final,kyiv,2017
Malta,8,12,12,10,6,israel,second-semi-final,kyiv,2017
Netherlands,11,13,11,6,12,israel,second-semi-final,kyiv,2017
NorthMacedonia,13,5,16,14,9,israel,second-semi-final,kyiv,2017
Norway,4,1,1,12,2,israel,second-semi-final,kyiv,2017
Romania,5,16,4,8,14,israel,second-semi-final,kyiv,2017
SanMarino,17,17,13,17,17,israel,second-semi-final,kyiv,2017
Serbia,12,4,17,9,13,israel,second-semi-final,kyiv,2017
Switzerland,14,2,10,11,11,israel,second-semi-final,kyiv,2017
Austria,13,6,3,9,2,lithuania,second-semi-final,kyiv,2017
Belarus,6,14,15,8,6,lithuania,second-semi-final,kyiv,2017
Bulgaria,8,2,2,7,3,lithuania,second-semi-final,kyiv,2017
Croatia,10,17,10,13,7,lithuania,second-semi-final,kyiv,2017
Denmark,2,7,7,4,8,lithuania,second-semi-final,kyiv,2017
Estonia,9,13,14,12,13,lithuania,second-semi-final,kyiv,2017
Hungary,16,9,5,10,10,lithuania,second-semi-final,kyiv,2017
Ireland,4,4,4,1,11,lithuania,second-semi-final,kyiv,2017
Israel,7,12,8,11,16,lithuania,second-semi-final,kyiv,2017
Malta,14,8,11,6,12,lithuania,second-semi-final,kyiv,2017
Netherlands,11,3,9,2,5,lithuania,second-semi-final,kyiv,2017
NorthMacedonia,17,11,13,14,15,lithuania,second-semi-final,kyiv,2017
Norway,1,1,1,3,1,lithuania,second-semi-final,kyiv,2017
Romania,3,16,17,17,9,lithuania,second-semi-final,kyiv,2017
SanMarino,12,15,16,16,17,lithuania,second-semi-final,kyiv,2017
Serbia,15,10,12,15,14,lithuania,second-semi-final,kyiv,2017
Switzerland,5,5,6,5,4,lithuania,second-semi-final,kyiv,2017
Austria,16,13,13,5,13,malta,second-semi-final,kyiv,2017
Belarus,1,2,5,11,2,malta,second-semi-final,kyiv,2017
Bulgaria,3,1,2,2,1,malta,second-semi-final,kyiv,2017
Croatia,5,16,16,14,9,malta,second-semi-final,kyiv,2017
Denmark,6,5,8,8,12,malta,second-semi-final,kyiv,2017
Estonia,9,7,10,10,8,malta,second-semi-final,kyiv,2017
Hungary,17,15,12,13,14,malta,second-semi-final,kyiv,2017
Ireland,15,11,15,7,5,malta,second-semi-final,kyiv,2017
Israel,2,4,1,3,3,malta,second-semi-final,kyiv,2017
Lithuania,11,14,11,15,17,malta,second-semi-final,kyiv,2017
Netherlands,7,10,6,4,7,malta,second-semi-final,kyiv,2017
NorthMacedonia,4,3,3,1,4,malta,second-semi-final,kyiv,2017
Norway,8,8,17,17,10,malta,second-semi-final,kyiv,2017
Romania,10,12,7,6,6,malta,second-semi-final,kyiv,2017
SanMarino,14,17,4,16,16,malta,second-semi-final,kyiv,2017
Serbia,13,6,9,12,11,malta,second-semi-final,kyiv,2017
Switzerland,12,9,14,9,15,malta,second-semi-final,kyiv,2017
Austria,4,4,7,3,2,netherlands,second-semi-final,kyiv,2017
Belarus,13,12,15,8,11,netherlands,second-semi-final,kyiv,2017
Bulgaria,1,1,1,2,1,netherlands,second-semi-final,kyiv,2017
Croatia,14,8,16,7,10,netherlands,second-semi-final,kyiv,2017
Denmark,2,2,3,1,4,netherlands,second-semi-final,kyiv,2017
Estonia,11,11,6,16,15,netherlands,second-semi-final,kyiv,2017
Hungary,12,14,17,13,14,netherlands,second-semi-final,kyiv,2017
Ireland,15,16,12,11,13,netherlands,second-semi-final,kyiv,2017
Israel,6,6,4,5,8,netherlands,second-semi-final,kyiv,2017
Lithuania,16,10,10,14,16,netherlands,second-semi-final,kyiv,2017
Malta,8,5,14,10,12,netherlands,second-semi-final,kyiv,2017
NorthMacedonia,9,15,9,17,6,netherlands,second-semi-final,kyiv,2017
Norway,3,7,2,6,3,netherlands,second-semi-final,kyiv,2017
Romania,10,13,11,12,9,netherlands,second-semi-final,kyiv,2017
SanMarino,17,17,13,15,17,netherlands,second-semi-final,kyiv,2017
Serbia,5,3,5,4,5,netherlands,second-semi-final,kyiv,2017
Switzerland,7,9,8,9,7,netherlands,second-semi-final,kyiv,2017
Austria,12,3,9,7,17,north-macedonia,second-semi-final,kyiv,2017
Belarus,14,7,15,14,13,north-macedonia,second-semi-final,kyiv,2017
Bulgaria,3,1,1,1,1,north-macedonia,second-semi-final,kyiv,2017
Croatia,16,17,17,12,12,north-macedonia,second-semi-final,kyiv,2017
Denmark,4,2,3,5,4,north-macedonia,second-semi-final,kyiv,2017
Estonia,6,9,10,16,9,north-macedonia,second-semi-final,kyiv,2017
Hungary,9,6,6,17,5,north-macedonia,second-semi-final,kyiv,2017
Ireland,10,16,7,15,7,north-macedonia,second-semi-final,kyiv,2017
Israel,15,14,16,9,14,north-macedonia,second-semi-final,kyiv,2017
Lithuania,7,8,8,11,10,north-macedonia,second-semi-final,kyiv,2017
Malta,1,4,4,3,3,north-macedonia,second-semi-final,kyiv,2017
Netherlands,5,10,5,4,6,north-macedonia,second-semi-final,kyiv,2017
Norway,13,11,12,10,15,north-macedonia,second-semi-final,kyiv,2017
Romania,2,5,2,2,2,north-macedonia,second-semi-final,kyiv,2017
SanMarino,11,15,13,13,8,north-macedonia,second-semi-final,kyiv,2017
Serbia,17,12,14,8,11,north-macedonia,second-semi-final,kyiv,2017
Switzerland,8,13,11,6,16,north-macedonia,second-semi-final,kyiv,2017
Austria,8,6,11,6,6,norway,second-semi-final,kyiv,2017
Belarus,6,9,10,15,9,norway,second-semi-final,kyiv,2017
Bulgaria,2,2,2,1,1,norway,second-semi-final,kyiv,2017
Croatia,4,11,9,12,12,norway,second-semi-final,kyiv,2017
Denmark,1,4,7,3,3,norway,second-semi-final,kyiv,2017
Estonia,14,14,13,9,15,norway,second-semi-final,kyiv,2017
Hungary,12,10,14,7,4,norway,second-semi-final,kyiv,2017
Ireland,13,16,16,13,16,norway,second-semi-final,kyiv,2017
Israel,11,1,8,2,2,norway,second-semi-final,kyiv,2017
Lithuania,15,12,12,10,13,norway,second-semi-final,kyiv,2017
Malta,10,13,15,16,14,norway,second-semi-final,kyiv,2017
Netherlands,3,3,4,4,7,norway,second-semi-final,kyiv,2017
NorthMacedonia,7,15,3,11,11,norway,second-semi-final,kyiv,2017
Romania,16,7,5,17,10,norway,second-semi-final,kyiv,2017
SanMarino,17,17,17,14,17,norway,second-semi-final,kyiv,2017
Serbia,5,5,1,5,8,norway,second-semi-final,kyiv,2017
Switzerland,9,8,6,8,5,norway,second-semi-final,kyiv,2017
Austria,5,8,5,8,3,romania,second-semi-final,kyiv,2017
Belarus,10,13,9,7,10,romania,second-semi-final,kyiv,2017
Bulgaria,4,2,4,3,6,romania,second-semi-final,kyiv,2017
Croatia,3,5,6,4,4,romania,second-semi-final,kyiv,2017
Denmark,1,6,3,1,2,romania,second-semi-final,kyiv,2017
Estonia,17,15,15,16,15,romania,second-semi-final,kyiv,2017
Hungary,12,14,16,13,13,romania,second-semi-final,kyiv,2017
Ireland,13,4,10,6,11,romania,second-semi-final,kyiv,2017
Israel,7,7,8,12,5,romania,second-semi-final,kyiv,2017
Lithuania,14,16,14,15,14,romania,second-semi-final,kyiv,2017
Malta,8,3,12,10,16,romania,second-semi-final,kyiv,2017
Netherlands,2,1,1,2,1,romania,second-semi-final,kyiv,2017
NorthMacedonia,15,12,13,14,9,romania,second-semi-final,kyiv,2017
Norway,9,11,7,11,8,romania,second-semi-final,kyiv,2017
SanMarino,16,17,17,17,12,romania,second-semi-final,kyiv,2017
Serbia,11,10,11,9,17,romania,second-semi-final,kyiv,2017
Switzerland,6,9,2,5,7,romania,second-semi-final,kyiv,2017
Austria,2,13,3,8,4,san-marino,second-semi-final,kyiv,2017
Belarus,14,9,10,9,11,san-marino,second-semi-final,kyiv,2017
Bulgaria,3,5,4,4,7,san-marino,second-semi-final,kyiv,2017
Croatia,9,4,12,6,8,san-marino,second-semi-final,kyiv,2017
Denmark,11,2,5,2,12,san-marino,second-semi-final,kyiv,2017
Estonia,13,16,14,16,17,san-marino,second-semi-final,kyiv,2017
Hungary,10,6,7,7,15,san-marino,second-semi-final,kyiv,2017
Ireland,17,11,6,15,10,san-marino,second-semi-final,kyiv,2017
Israel,7,15,17,13,16,san-marino,second-semi-final,kyiv,2017
Lithuania,8,3,13,5,2,san-marino,second-semi-final,kyiv,2017
Malta,12,8,11,3,14,san-marino,second-semi-final,kyiv,2017
Netherlands,1,10,1,1,3,san-marino,second-semi-final,kyiv,2017
NorthMacedonia,6,12,15,17,5,san-marino,second-semi-final,kyiv,2017
Norway,4,1,2,11,1,san-marino,second-semi-final,kyiv,2017
Romania,16,17,9,10,13,san-marino,second-semi-final,kyiv,2017
Serbia,5,7,16,12,6,san-marino,second-semi-final,kyiv,2017
Switzerland,15,14,8,14,9,san-marino,second-semi-final,kyiv,2017
Austria,5,5,6,11,6,serbia,second-semi-final,kyiv,2017
Belarus,12,16,14,16,14,serbia,second-semi-final,kyiv,2017
Bulgaria,2,3,2,2,2,serbia,second-semi-final,kyiv,2017
Croatia,4,11,4,3,17,serbia,second-semi-final,kyiv,2017
Denmark,6,8,9,6,8,serbia,second-semi-final,kyiv,2017
Estonia,10,14,11,13,13,serbia,second-semi-final,kyiv,2017
Hungary,1,2,3,1,1,serbia,second-semi-final,kyiv,2017
Ireland,16,15,16,8,15,serbia,second-semi-final,kyiv,2017
Israel,9,7,7,5,4,serbia,second-semi-final,kyiv,2017
Lithuania,11,9,10,14,9,serbia,second-semi-final,kyiv,2017
Malta,8,4,8,9,12,serbia,second-semi-final,kyiv,2017
Netherlands,3,1,1,4,7,serbia,second-semi-final,kyiv,2017
NorthMacedonia,7,10,5,7,5,serbia,second-semi-final,kyiv,2017
Norway,13,6,13,17,3,serbia,second-semi-final,kyiv,2017
Romania,17,17,17,10,16,serbia,second-semi-final,kyiv,2017
SanMarino,15,13,15,12,10,serbia,second-semi-final,kyiv,2017
Switzerland,14,12,12,15,11,serbia,second-semi-final,kyiv,2017
Austria,6,8,2,10,4,switzerland,second-semi-final,kyiv,2017
Belarus,5,14,12,7,13,switzerland,second-semi-final,kyiv,2017
Bulgaria,3,1,8,1,2,switzerland,second-semi-final,kyiv,2017
Croatia,17,13,5,13,17,switzerland,second-semi-final,kyiv,2017
Denmark,11,6,4,8,10,switzerland,second-semi-final,kyiv,2017
Estonia,15,12,14,12,15,switzerland,second-semi-final,kyiv,2017
